CustomerId,Customer_Surname,Age,Balance,Bank DOJ,Category,CreditScore,EstimatedSalary,ExitCategory,GenderCategory,GeographyLocation,NumOfProducts,Tenure
15774358,Robertson,59,110939.3,2016-11-24 00:00:00,credit card holder,443,72846.58,Exit,Male,Germany,1,6
15666055,Rowe,49,0,2016-11-24 00:00:00,credit card holder,705,63405.2,Exit,Female,France,1,6
15724402,Tyler,30,0,2016-11-24 00:00:00,credit card holder,770,100557.03,Retain,Female,France,2,6
15737792,Abbie,31,186796.37,2016-11-24 00:00:00,non credit card holder,818,178252.63,Retain,Female,France,1,6
15806467,Boyle,40,99282.63,2016-11-24 00:00:00,non credit card holder,568,134600.94,Exit,Male,Germany,1,6
15809286,Burke,37,138292.64,2016-11-24 00:00:00,non credit card holder,631,152422.91,Exit,Male,Germany,2,6
15700476,Azubuike,41,103522.75,2016-11-25 00:00:00,credit card holder,564,34338.21,Retain,Male,Germany,2,6
15692110,Ch'eng,33,0,2016-11-25 00:00:00,credit card holder,758,188156.34,Retain,Female,France,1,6
15727857,Flynn,41,0,2016-11-25 00:00:00,credit card holder,635,175611.5,Retain,Male,Spain,2,6
15589715,Fulks,66,0,2016-11-25 00:00:00,credit card holder,584,49553.38,Exit,Female,France,1,6
15654891,He,30,0,2016-11-25 00:00:00,credit card holder,811,180591.32,Retain,Male,France,2,6
15653780,Kambinachi,43,0,2016-11-25 00:00:00,credit card holder,621,47578.45,Retain,Female,France,1,6
15667002,Knight,43,0,2016-11-25 00:00:00,credit card holder,666,29346.1,Retain,Male,Spain,2,6
15575679,Lori,24,126431.54,2016-11-25 00:00:00,credit card holder,590,58781.11,Retain,Male,France,1,6
15592765,Marks,40,125470.81,2016-11-25 00:00:00,credit card holder,637,174536.17,Retain,Male,France,1,6
15600832,Moss,43,0,2016-11-25 00:00:00,credit card holder,508,103726.71,Retain,Female,France,1,6
15640133,Pai,34,0,2016-11-25 00:00:00,credit card holder,661,185555.63,Retain,Female,France,2,6
15687413,Sunderland,38,0,2016-11-25 00:00:00,credit card holder,619,117616.29,Retain,Female,Spain,2,6
15604119,Alderete,35,110349.82,2016-11-25 00:00:00,non credit card holder,850,126355.8,Retain,Male,Spain,1,6
15611365,Fanucci,32,127661.69,2016-11-25 00:00:00,non credit card holder,730,60905.51,Retain,Female,France,1,6
15771668,Henderson,59,185966.64,2016-11-25 00:00:00,non credit card holder,578,9445.42,Exit,Male,France,1,6
15782736,Jose,47,152522.47,2016-11-25 00:00:00,non credit card holder,573,164038.07,Exit,Female,Germany,1,6
15730460,Oleary,37,0,2016-11-25 00:00:00,non credit card holder,722,120906.83,Retain,Male,France,1,6
15643658,Barber,53,94078.97,2016-11-26 00:00:00,credit card holder,850,36980.54,Retain,Male,Germany,2,6
15722404,Carpenter,30,0,2016-11-26 00:00:00,credit card holder,445,127939.19,Retain,Female,France,2,6
15751524,Chigozie,36,68806.84,2016-11-26 00:00:00,credit card holder,677,33075.24,Retain,Female,Germany,1,6
15789815,Fallaci,28,0,2016-11-26 00:00:00,credit card holder,503,125918.17,Retain,Female,France,2,6
15576615,Giordano,37,145382.61,2016-11-26 00:00:00,credit card holder,719,80408.59,Retain,Male,Spain,1,6
15744109,Hartung,32,0,2016-11-26 00:00:00,credit card holder,850,180622.02,Retain,Male,France,1,6
15687903,Okonkwo,29,0,2016-11-26 00:00:00,credit card holder,501,112664.24,Retain,Female,France,2,6
15764314,Reilly,36,113877.23,2016-11-26 00:00:00,credit card holder,550,174921.91,Retain,Male,Germany,2,6
15734659,Sozonov,46,107978.4,2016-11-26 00:00:00,credit card holder,640,155876.06,Retain,Female,Germany,2,6
15748854,Sung,28,91938.31,2016-11-26 00:00:00,credit card holder,723,143481.85,Retain,Female,Germany,1,6
15574305,T'ang,36,116275.12,2016-11-26 00:00:00,credit card holder,680,63795.8,Retain,Male,France,1,6
15771535,Tsui,37,0,2016-11-26 00:00:00,credit card holder,794,68008.85,Retain,Female,Spain,2,6
15764841,Vidler,35,130557.24,2016-11-26 00:00:00,credit card holder,623,47880.71,Retain,Female,France,1,6
15600462,Barwell,43,145618.37,2016-11-26 00:00:00,non credit card holder,542,10350.74,Retain,Female,France,1,6
15615352,Ebelechukwu,31,99607.37,2016-11-26 00:00:00,non credit card holder,588,35877.03,Retain,Male,France,2,6
15655590,Garcia,46,79385.21,2016-11-26 00:00:00,non credit card holder,581,188492.82,Retain,Male,Spain,2,6
15729970,Ugochukwu,29,127269.75,2016-11-26 00:00:00,non credit card holder,684,79495.01,Retain,Male,Germany,1,6
15579892,Doyle,19,112615.86,2016-11-27 00:00:00,credit card holder,708,4491.77,Retain,Male,Spain,1,6
15607691,Gibson,36,174060.46,2016-11-27 00:00:00,credit card holder,658,94925.62,Retain,Male,France,1,6
15763874,Ho,46,0,2016-11-27 00:00:00,credit card holder,635,60739.16,Retain,Male,Spain,2,6
15606841,Ibbott,38,0,2016-11-27 00:00:00,credit card holder,823,156603.7,Retain,Male,France,2,6
15762392,Ilyina,30,113257.2,2016-11-27 00:00:00,credit card holder,683,65035.02,Retain,Male,Spain,1,6
15594436,Mazzi,33,0,2016-11-27 00:00:00,credit card holder,588,12483.56,Retain,Male,Spain,2,6
15673578,Page,40,128486.91,2016-11-27 00:00:00,credit card holder,611,10109.47,Retain,Female,Germany,2,6
15674156,Tretiakova,69,27288.43,2016-11-27 00:00:00,credit card holder,810,110509.9,Retain,Male,Germany,1,6
15766683,Coombes,36,139422.37,2016-11-27 00:00:00,non credit card holder,549,83983.39,Exit,Male,Germany,1,6
15800268,Costa,37,118050.79,2016-11-27 00:00:00,non credit card holder,825,52301.15,Retain,Male,Germany,1,6
15762238,Fraser,44,84745.03,2016-11-27 00:00:00,non credit card holder,671,34673.98,Retain,Female,Germany,2,6
15775627,Gordon,35,0,2016-11-27 00:00:00,non credit card holder,509,67431.28,Retain,Male,France,2,6
15805429,Murray,59,106819.65,2016-11-27 00:00:00,non credit card holder,699,163570.25,Retain,Male,Germany,1,6
15625141,Porter,26,0,2016-11-27 00:00:00,non credit card holder,563,6139.74,Retain,Male,Spain,2,6
15686137,Barry,32,147506.25,2016-11-28 00:00:00,credit card holder,456,135399.21,Retain,Male,Spain,1,6
15685019,Graham,29,102787.42,2016-11-28 00:00:00,credit card holder,528,55972.56,Retain,Male,France,1,6
15707962,Gunson,40,119501.88,2016-11-28 00:00:00,credit card holder,606,46774.94,Retain,Male,France,2,6
15582892,Scott,46,99786.07,2016-11-28 00:00:00,credit card holder,601,32683.88,Exit,Male,France,1,6
15648858,King,27,85225.21,2016-11-28 00:00:00,non credit card holder,666,64511.44,Retain,Female,France,1,6
15583668,Ludowici,42,109471.79,2016-11-28 00:00:00,non credit card holder,726,175161.05,Retain,Female,France,1,6
15661007,Thompson,33,72783.42,2016-11-28 00:00:00,non credit card holder,660,181051.99,Retain,Male,France,1,6
15663438,Andrejew,36,89772.3,2016-11-29 00:00:00,credit card holder,688,177383.68,Exit,Male,Spain,1,6
15757559,Broadhurst,53,0,2016-11-29 00:00:00,credit card holder,595,41371.68,Exit,Female,France,2,6
15634359,Dyer,41,98635.77,2016-11-29 00:00:00,credit card holder,639,199970.74,Retain,Female,Germany,1,6
15666043,Mackey,33,156297.58,2016-11-29 00:00:00,credit card holder,520,166102.61,Retain,Male,France,2,6
15721181,Oliver,46,0,2016-11-29 00:00:00,credit card holder,611,45886.33,Retain,Male,Spain,2,6
15600724,Scott,29,129750.68,2016-11-29 00:00:00,credit card holder,567,109257.59,Retain,Male,Germany,1,6
15614827,Sun,42,104430.08,2016-11-29 00:00:00,credit card holder,503,147557.71,Retain,Male,France,1,6
15724161,Sutton,40,137285.26,2016-11-29 00:00:00,credit card holder,644,77063.63,Exit,Female,France,4,6
15764866,Synnot,43,116220.5,2016-11-29 00:00:00,credit card holder,539,55803.96,Exit,Female,Germany,3,6
15635285,Taylor,28,0,2016-11-29 00:00:00,credit card holder,647,91055.27,Retain,Male,France,2,6
15594515,Cheng,44,0,2016-11-29 00:00:00,non credit card holder,568,62370.67,Exit,Female,France,2,6
15673570,Olsen,37,0,2016-11-29 00:00:00,non credit card holder,580,77108.66,Retain,Male,France,2,6
15727811,Ts'ui,47,109493.62,2016-11-29 00:00:00,non credit card holder,661,188324.01,Exit,Female,Germany,1,6
15728608,Walker,34,91025.58,2016-11-29 00:00:00,non credit card holder,688,163783,Retain,Female,Germany,2,6
15701037,Barton,39,0,2016-11-30 00:00:00,credit card holder,578,70563.9,Retain,Male,France,2,6
15786389,Chuang,41,0,2016-11-30 00:00:00,credit card holder,635,61994.2,Retain,Female,Spain,2,6
15726179,Ferrari,43,131433.33,2016-11-30 00:00:00,credit card holder,757,3497.43,Exit,Female,Germany,2,6
15711977,Finch,36,161533,2016-11-30 00:00:00,credit card holder,695,100940.91,Retain,Male,France,1,6
15645820,Folliero,27,0,2016-11-30 00:00:00,credit card holder,698,111471.55,Retain,Male,France,2,6
15753229,Genovese,29,127414.55,2016-11-30 00:00:00,credit card holder,802,134459.12,Retain,Male,France,1,6
15578866,Hughes,43,0,2016-11-30 00:00:00,credit card holder,676,55119.53,Retain,Female,France,1,6
15676810,Jen,31,81480.27,2016-11-30 00:00:00,credit card holder,561,65234.6,Retain,Female,France,2,6
15706764,Spencer,35,0,2016-11-30 00:00:00,credit card holder,560,3701.63,Retain,Female,France,2,6
15700209,Walker,63,97009.15,2016-11-30 00:00:00,credit card holder,486,85101,Retain,Male,France,1,6
15721460,Lorenzo,60,185648.56,2016-11-30 00:00:00,non credit card holder,678,192156.54,Exit,Male,France,1,6
15645904,Parsons,33,0,2016-11-30 00:00:00,non credit card holder,685,186785.01,Retain,Female,France,2,6
15684484,White,22,0,2016-11-30 00:00:00,non credit card holder,543,127587.22,Retain,Male,France,2,6
15730673,Dietz,40,122265.24,2016-12-01 00:00:00,credit card holder,567,138552.74,Retain,Male,Germany,1,6
15649033,Echezonachukwu,55,127723.25,2016-12-01 00:00:00,credit card holder,603,139469.11,Exit,Female,Germany,2,6
15730272,Evseev,58,152199.33,2016-12-01 00:00:00,credit card holder,619,86022.09,Retain,Male,France,1,6
15705448,Gilbert,52,130013.12,2016-12-01 00:00:00,credit card holder,647,190806.36,Exit,Male,Germany,1,6
15787318,Holmwood,47,103163.35,2016-12-01 00:00:00,credit card holder,537,16259.64,Exit,Female,Germany,1,6
15747097,Hs?,35,0,2016-12-01 00:00:00,credit card holder,611,23598.23,Exit,Male,France,1,6
15659236,Iadanza,33,0,2016-12-01 00:00:00,credit card holder,781,42556.33,Retain,Male,Spain,2,6
15654562,Ma,45,174088.3,2016-12-01 00:00:00,credit card holder,850,5669.31,Exit,Female,Spain,4,6
15660417,Lambert,43,120481.69,2016-12-01 00:00:00,non credit card holder,613,94875.03,Exit,Female,Germany,1,6
15639217,McKenzie,34,0,2016-12-01 00:00:00,non credit card holder,806,100809.99,Retain,Male,France,2,6
15766552,Rossi,37,0,2016-12-01 00:00:00,non credit card holder,643,142454.77,Retain,Male,France,2,6
15670374,Wright,49,120656.86,2016-12-01 00:00:00,non credit card holder,819,166164.3,Exit,Female,Germany,4,6
15690456,Yudina,32,79523.13,2016-12-01 00:00:00,non credit card holder,749,157648.12,Retain,Female,Germany,1,6
15623644,Frolov,29,0,2016-12-02 00:00:00,credit card holder,626,49361.84,Retain,Male,Spain,2,6
15619708,Harker,25,157993.15,2016-12-02 00:00:00,credit card holder,745,146041.45,Retain,Male,France,2,6
15719931,Johnstone,31,0,2016-12-02 00:00:00,credit card holder,850,178667.7,Retain,Male,France,2,6
15635367,Muir,26,93844.69,2016-12-02 00:00:00,credit card holder,774,28415.36,Retain,Male,France,1,6
15786063,Chin,31,0,2016-12-03 00:00:00,credit card holder,776,112349.51,Retain,Female,France,2,6
15664214,Hearn,33,141204.65,2016-12-03 00:00:00,credit card holder,670,76257.46,Retain,Male,France,2,6
15697214,Korovin,36,0,2016-12-03 00:00:00,credit card holder,686,152979.14,Retain,Female,Spain,2,6
15620344,McKee,29,0,2016-12-03 00:00:00,credit card holder,813,33953.87,Retain,Male,France,1,6
15758702,Watson,55,0,2016-12-03 00:00:00,credit card holder,705,14392.68,Retain,Female,France,2,6
15794187,Young,36,114007.5,2016-12-03 00:00:00,credit card holder,695,118120.88,Retain,Male,France,2,6
15813681,Zito,24,120135.55,2016-12-03 00:00:00,credit card holder,786,125449.47,Retain,Male,Germany,2,6
15782100,Holloway,22,66483.32,2016-12-03 00:00:00,non credit card holder,544,110317.39,Retain,Male,Spain,1,6
15756026,Hooper,46,0,2016-12-03 00:00:00,non credit card holder,790,14679.81,Exit,Female,Spain,1,6
15727350,Pai,37,113143.12,2016-12-03 00:00:00,non credit card holder,516,3363.36,Retain,Female,France,1,6
15726234,Trentini,41,0,2016-12-03 00:00:00,non credit card holder,708,157003.99,Retain,Female,Spain,1,6
15696054,Tychonoff,37,0,2016-12-03 00:00:00,non credit card holder,596,121175.86,Retain,Male,France,1,6
15732610,Ahern,28,0,2016-12-04 00:00:00,credit card holder,745,154389.18,Retain,Female,France,2,6
15577359,Bezrukov,47,0,2016-12-04 00:00:00,credit card holder,767,121964.46,Exit,Male,Spain,1,6
15814465,Ch'in,24,182705.05,2016-12-04 00:00:00,credit card holder,612,171837.06,Retain,Male,France,1,6
15578374,Gilroy,36,169312.72,2016-12-04 00:00:00,credit card holder,620,45414.09,Retain,Male,Spain,1,6
15715078,Nkemakolam,35,161613.94,2016-12-04 00:00:00,credit card holder,584,148238.16,Retain,Male,France,2,6
15675787,Rivera,26,112972.57,2016-12-04 00:00:00,credit card holder,505,145011.62,Retain,Male,France,1,6
15689614,Teng,63,137715.66,2016-12-04 00:00:00,credit card holder,687,37938.74,Retain,Female,Spain,1,6
15748995,Ifeajuna,30,0,2016-12-04 00:00:00,non credit card holder,691,10963.04,Retain,Male,Spain,2,6
15764537,Dominguez,43,0,2016-12-05 00:00:00,credit card holder,703,9704.66,Retain,Male,France,2,6
15607748,Bennett,37,108432.88,2016-12-06 00:00:00,credit card holder,498,14865.05,Retain,Male,Germany,2,6
15594556,Chuter,52,0,2016-12-06 00:00:00,credit card holder,619,123242.11,Retain,Male,Spain,2,6
15756272,James,35,118536.4,2016-12-06 00:00:00,credit card holder,526,40980.87,Exit,Female,Germany,1,6
15734438,Kanayochukwu,29,0,2016-12-06 00:00:00,credit card holder,590,121846.81,Retain,Female,France,2,6
15814940,Lawrence,33,0,2016-12-06 00:00:00,credit card holder,642,150475.14,Retain,Female,Spain,2,6
15620988,Murray,46,0,2016-12-06 00:00:00,credit card holder,616,137136.46,Retain,Male,France,2,6
15581332,Pan,30,83173.98,2016-12-06 00:00:00,credit card holder,655,184259.6,Retain,Female,Germany,2,6
15623521,Sozonov,43,123105.88,2016-12-06 00:00:00,credit card holder,838,145765.83,Retain,Male,Spain,2,6
15621611,Gibson,55,155196.17,2016-12-06 00:00:00,non credit card holder,742,121207.66,Exit,Male,Germany,1,6
15781975,Rees,34,0,2016-12-06 00:00:00,non credit card holder,708,121457.88,Exit,Male,France,1,6
15663441,Golibe,40,148571.07,2016-12-07 00:00:00,credit card holder,700,189826.96,Exit,Female,Germany,1,6
15582066,Maclean,21,0,2016-12-07 00:00:00,credit card holder,561,36942.35,Retain,Male,France,1,6
15680141,Yuan,35,147936.42,2016-12-07 00:00:00,credit card holder,759,106785.7,Retain,Female,Spain,1,6
15665181,Chung,25,0,2016-12-07 00:00:00,non credit card holder,808,23180.37,Retain,Male,Spain,2,6
15771509,Hirst,42,98548.62,2016-12-07 00:00:00,non credit card holder,538,94047.75,Retain,Female,Germany,2,6
15585490,Nkemdilim,34,0,2016-12-07 00:00:00,non credit card holder,746,65166.6,Retain,Female,France,1,6
15735246,Norman,58,0,2016-12-07 00:00:00,non credit card holder,798,119071.56,Exit,Female,Spain,2,6
15757521,Ricci,35,132164.26,2016-12-07 00:00:00,non credit card holder,606,164815.59,Retain,Male,France,1,6
15582246,Rowe,45,0,2016-12-07 00:00:00,non credit card holder,737,177695.67,Retain,Female,Spain,2,6
15601274,Hsieh,40,146502.07,2016-12-08 00:00:00,credit card holder,667,19162.89,Retain,Female,Spain,1,6
15594039,Lung,42,0,2016-12-08 00:00:00,credit card holder,599,113868.4,Retain,Male,Spain,2,6
15635893,T'ien,28,0,2016-12-08 00:00:00,credit card holder,693,158545.25,Retain,Female,France,2,6
15705113,P'an,34,83264.28,2016-12-08 00:00:00,non credit card holder,685,9663.28,Retain,Male,Spain,1,6
15602456,Afanasyev,47,99219.47,2016-12-09 00:00:00,credit card holder,850,122141.13,Retain,Female,Germany,2,6
15809999,Gordon,41,150300.65,2016-12-09 00:00:00,credit card holder,709,71672.86,Retain,Female,France,2,6
15747503,Hayward,44,184552.12,2016-12-09 00:00:00,credit card holder,705,68860.3,Exit,Male,Spain,1,6
15641595,Jonathan,43,97392.18,2016-12-09 00:00:00,credit card holder,685,43956.83,Retain,Male,Spain,2,6
15687959,Landman,44,0,2016-12-09 00:00:00,credit card holder,573,94862.93,Retain,Female,Spain,1,6
15578515,Osinachi,38,0,2016-12-09 00:00:00,credit card holder,659,158553.1,Retain,Female,France,2,6
15642093,Piccio,30,0,2016-12-09 00:00:00,credit card holder,646,153566.97,Retain,Male,France,2,6
15671351,Romani,35,0,2016-12-09 00:00:00,credit card holder,624,87310.59,Retain,Male,Spain,2,6
15808780,Tien,34,0,2016-12-09 00:00:00,non credit card holder,850,51919.04,Retain,Female,France,2,6
15611786,Tsui,69,0,2016-12-09 00:00:00,non credit card holder,668,134483.07,Retain,Female,Spain,1,6
15570943,Artemyeva,35,133607.75,2016-12-10 00:00:00,credit card holder,711,120586.32,Retain,Female,Germany,1,6
15679294,Brennan,46,107238.85,2016-12-10 00:00:00,credit card holder,589,37024.28,Retain,Female,France,2,6
15791030,Edwards,33,64900.32,2016-12-10 00:00:00,credit card holder,612,102426.12,Retain,Female,France,2,6
15761241,Hsieh,36,129745.1,2016-12-10 00:00:00,credit card holder,578,143683.75,Retain,Female,Germany,1,6
15731569,Hudson,81,0,2016-12-10 00:00:00,credit card holder,850,44827.47,Retain,Male,France,2,6
15607176,Kang,22,0,2016-12-10 00:00:00,credit card holder,674,173940.59,Retain,Male,France,1,6
15658409,Mao,41,128876.71,2016-12-10 00:00:00,credit card holder,686,106939.34,Exit,Male,France,3,6
15813095,Nwebube,37,0,2016-12-10 00:00:00,credit card holder,553,33877.29,Retain,Male,France,2,6
15634141,Shephard,42,192390.52,2016-12-10 00:00:00,credit card holder,708,823.36,Retain,Female,Germany,2,6
15807432,Cheng,37,136925.09,2016-12-10 00:00:00,non credit card holder,645,153400.24,Retain,Female,Germany,2,6
15761713,Johnstone,43,178074.33,2016-12-10 00:00:00,non credit card holder,678,110405.9,Retain,Female,France,1,6
15696506,MacDonald,27,101352.78,2016-12-10 00:00:00,non credit card holder,604,30252.3,Retain,Male,Spain,1,6
15740237,Millar,36,116695.27,2016-12-10 00:00:00,non credit card holder,671,193201.86,Retain,Male,Germany,1,6
15784000,Pope,34,102277.52,2016-12-10 00:00:00,non credit card holder,715,177852.57,Exit,Female,Germany,1,6
15784676,Fanucci,51,125268.03,2016-12-11 00:00:00,credit card holder,583,165082.25,Retain,Male,France,2,6
15750728,Kaur,42,0,2016-12-11 00:00:00,credit card holder,586,102889.34,Retain,Female,Spain,1,6
15679909,Pugliesi,41,0,2016-12-11 00:00:00,credit card holder,665,132152.32,Retain,Male,Spain,2,6
15632793,Wilkinson,29,103417.74,2016-12-11 00:00:00,credit card holder,638,15336.4,Retain,Female,France,1,6
15625584,Martin,32,120452.4,2016-12-11 00:00:00,non credit card holder,786,79602.86,Retain,Male,France,2,6
15633141,Robinson,35,174902.26,2016-12-12 00:00:00,credit card holder,696,69079.85,Retain,Female,Germany,1,6
15776629,Christie,39,0,2016-12-12 00:00:00,non credit card holder,650,186275.7,Retain,Female,France,2,6
15583371,Artemiev,37,138207.08,2016-12-13 00:00:00,credit card holder,632,60778.11,Exit,Male,Spain,1,6
15793331,Blair,32,133050.97,2016-12-13 00:00:00,credit card holder,812,89385.92,Retain,Male,France,2,6
15766044,Cameron,49,120688.61,2016-12-13 00:00:00,credit card holder,642,24770.22,Exit,Male,Germany,1,6
15791743,Corbett,32,59271.82,2016-12-13 00:00:00,credit card holder,727,46019.43,Retain,Male,France,1,6
15672966,Cross,64,0,2016-12-13 00:00:00,credit card holder,682,103318.44,Retain,Female,Spain,2,6
15612594,Ifeanacho,25,0,2016-12-13 00:00:00,credit card holder,599,120790.02,Retain,Male,Spain,2,6
15602551,Johnson,39,0,2016-12-13 00:00:00,credit card holder,667,68873.8,Retain,Male,Spain,2,6
15749068,Nickson,40,139625.34,2016-12-13 00:00:00,credit card holder,632,93702.96,Exit,Female,France,1,6
15752885,Nnonso,42,157498.9,2016-12-13 00:00:00,credit card holder,529,82276.62,Retain,Male,France,1,6
15718454,Ch'eng,44,0,2016-12-13 00:00:00,non credit card holder,712,45738.94,Retain,Female,Spain,2,6
15729489,Hyde,34,98592.88,2016-12-13 00:00:00,non credit card holder,762,191790.29,Exit,Female,Germany,1,6
15667554,Cameron,35,0,2016-12-14 00:00:00,credit card holder,605,45206.57,Retain,Male,France,2,6
15688337,Dixon,40,118129.87,2016-12-14 00:00:00,credit card holder,721,160277.65,Retain,Male,France,1,6
15732832,Jideofor,40,0,2016-12-14 00:00:00,credit card holder,707,41052.82,Retain,Female,France,2,6
15740900,Perrodin,34,0,2016-12-14 00:00:00,credit card holder,589,177896.92,Retain,Male,France,2,6
15754849,Tyler,32,109421.13,2016-12-14 00:00:00,credit card holder,776,126517.46,Retain,Female,Germany,2,6
15808544,Cameron,40,0,2016-12-14 00:00:00,non credit card holder,747,57817.84,Exit,Female,France,1,6
15602841,Lockett,28,0,2016-12-14 00:00:00,non credit card holder,794,86699.98,Retain,Female,Spain,2,6
15672826,Chen,32,112536.57,2016-12-15 00:00:00,credit card holder,666,34350.54,Retain,Female,France,2,6
15677939,Ch'eng,41,0,2016-12-15 00:00:00,credit card holder,584,160095.48,Retain,Female,France,2,6
15756481,Garcia,39,118336.14,2016-12-15 00:00:00,credit card holder,636,184691.77,Retain,Female,France,1,6
15744295,Hao,40,94773.11,2016-12-15 00:00:00,credit card holder,756,114279.63,Retain,Male,France,1,6
15603550,Longo,37,70258.88,2016-12-15 00:00:00,credit card holder,588,139607.61,Retain,Female,Germany,2,6
15732621,Martin,34,0,2016-12-15 00:00:00,credit card holder,663,114083.73,Retain,Male,France,1,6
15621031,Mofflin,27,0,2016-12-15 00:00:00,credit card holder,761,63297.7,Retain,Male,Spain,2,6
15743236,Piccio,61,80538.56,2016-12-15 00:00:00,credit card holder,687,131305.37,Exit,Female,France,1,6
15578671,Webb,29,209490.21,2016-12-15 00:00:00,credit card holder,706,133267.69,Exit,Female,Spain,1,6
15729689,Chan,35,98585.94,2016-12-15 00:00:00,non credit card holder,754,106116.84,Retain,Male,Germany,2,6
15706706,Chinwendu,33,135310.41,2016-12-15 00:00:00,non credit card holder,648,171668.2,Retain,Male,Germany,2,6
15707219,Hopman,28,0,2016-12-15 00:00:00,non credit card holder,844,123318.37,Retain,Female,France,2,6
15659843,Li,46,0,2016-12-15 00:00:00,non credit card holder,643,106781.59,Retain,Female,France,2,6
15597536,Nkemjika,45,133618.01,2016-12-15 00:00:00,non credit card holder,576,135244.87,Retain,Male,Spain,1,6
15673971,Houghton,44,146498.76,2016-12-16 00:00:00,credit card holder,655,64853.51,Exit,Female,Germany,1,6
15579714,Pan,29,0,2016-12-16 00:00:00,non credit card holder,542,196651.72,Retain,Female,France,2,6
15571586,Briggs,29,159035.45,2016-12-17 00:00:00,credit card holder,524,2705.31,Exit,Male,Spain,1,6
15593555,Chinedum,38,0,2016-12-17 00:00:00,credit card holder,430,12050.77,Retain,Male,France,2,6
15745080,Griffiths,26,0,2016-12-17 00:00:00,credit card holder,634,21760.96,Retain,Male,France,1,6
15690939,Howe,28,0,2016-12-17 00:00:00,credit card holder,575,10666.05,Retain,Male,Spain,1,6
15586264,Murray,43,140431.98,2016-12-17 00:00:00,credit card holder,572,26450.57,Exit,Male,France,1,6
15669987,Sung,35,125884.95,2016-12-17 00:00:00,credit card holder,728,54359.02,Exit,Female,Germany,2,6
15576683,Yin,43,0,2016-12-17 00:00:00,credit card holder,568,125870.79,Exit,Female,Spain,1,6
15668894,Abramova,41,122552.48,2016-12-17 00:00:00,non credit card holder,661,120646.4,Retain,Male,Germany,2,6
15575748,Conti,36,68881.59,2016-12-17 00:00:00,non credit card holder,809,109135.11,Retain,Male,France,2,6
15704209,Noble,39,120145.96,2016-12-17 00:00:00,non credit card holder,802,59497.01,Exit,Female,France,2,6
15815552,Ferguson,42,112333.63,2016-12-18 00:00:00,credit card holder,670,65706.86,Retain,Female,France,1,6
15699524,Howells,30,0,2016-12-18 00:00:00,credit card holder,466,193984.6,Retain,Female,France,1,6
15652218,Morrison,33,152302.72,2016-12-18 00:00:00,credit card holder,750,71333.44,Retain,Male,France,1,6
15748625,Napolitano,57,0,2016-12-18 00:00:00,credit card holder,664,15304.08,Retain,Male,France,2,6
15773017,Todd,37,0,2016-12-18 00:00:00,credit card holder,763,149705.25,Retain,Female,Spain,2,6
15799600,Coles,48,111599.32,2016-12-18 00:00:00,non credit card holder,640,135995.58,Retain,Male,Germany,1,6
15623989,Griffin,54,0,2016-12-19 00:00:00,credit card holder,435,156910.46,Exit,Male,France,1,6
15706131,Logan,37,83061.26,2016-12-19 00:00:00,credit card holder,621,9170.54,Retain,Female,Spain,2,6
15579345,Murphy,74,161371.5,2016-12-19 00:00:00,credit card holder,775,134869.93,Retain,Female,Germany,1,6
15658813,Siciliani,55,0,2016-12-19 00:00:00,credit card holder,645,18369.33,Retain,Female,France,2,6
15581115,Middleton,39,76769.68,2016-12-19 00:00:00,non credit card holder,603,48224.72,Retain,Female,France,1,6
15770516,Evdokimov,44,193213.02,2016-12-20 00:00:00,credit card holder,616,137392.77,Retain,Female,Spain,2,6
15783444,Endrizzi,39,135139.33,2016-12-20 00:00:00,non credit card holder,788,113086.08,Retain,Female,France,1,6
15653251,Hickey,84,87873.39,2016-12-20 00:00:00,non credit card holder,408,188484.52,Exit,Female,France,1,6
15726631,Hilton,39,127357.76,2016-12-20 00:00:00,non credit card holder,758,56577,Retain,Female,France,1,6
15704483,Lorenzo,40,0,2016-12-20 00:00:00,non credit card holder,724,106149.48,Retain,Male,France,2,6
15738220,Bennet,38,0,2016-12-21 00:00:00,credit card holder,800,51553.43,Retain,Male,Spain,2,6
15612670,Berry,46,0,2016-12-21 00:00:00,credit card holder,631,129508.96,Retain,Female,Spain,2,6
15796074,Bruno,36,99472.76,2016-12-21 00:00:00,credit card holder,717,94274.72,Exit,Female,France,2,6
15588080,Giles,54,0,2016-12-21 00:00:00,credit card holder,675,110273.84,Exit,Male,France,1,6
15680772,Hu,36,0,2016-12-21 00:00:00,credit card holder,721,106977.8,Retain,Female,Spain,2,6
15765300,L?,40,62389.03,2016-12-21 00:00:00,credit card holder,596,148623.43,Exit,Male,Germany,3,6
15793693,Mahomed,60,0,2016-12-21 00:00:00,credit card holder,694,57088.97,Retain,Male,France,1,6
15744279,Patterson,58,0,2016-12-21 00:00:00,credit card holder,680,65708.5,Retain,Female,Spain,2,6
15752650,Saad,37,121231.39,2016-12-21 00:00:00,credit card holder,681,146366.08,Retain,Female,Spain,1,6
15717736,Shen,46,110031.09,2016-12-21 00:00:00,credit card holder,639,133995.59,Retain,Female,Germany,2,6
15799515,Wei,48,133297.24,2016-12-21 00:00:00,credit card holder,652,77764.37,Retain,Female,France,1,6
15799217,Zetticci,35,52436.2,2016-12-21 00:00:00,credit card holder,791,161051.75,Retain,Female,Germany,1,6
